Название видеоролика;Описание;Количество просмотров;Url видеоролика
L'ONE - Бери своё ( Новый клип, 2014 );8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ Качай альбом L'ONE...;6663647;https://www.youtube.com/watch?v=jcKANztukC4
L'ONE - Самая простая песня (премьера клипа, 2017);19 ноября - Crocus City Hall - L'ONE & Симфонический оркестр. Билеты на сайте: http://lone.black-star.ru/ Apple Music: ...;2586357;https://www.youtube.com/watch?v=Vk2RUGPSqtU
L'One - о баттле с Оксимироном, Украине и Фараоне / Большое интервью;Инстаграм: https://www.instagram.com/yurydud.;3671175;https://www.youtube.com/watch?v=0fJlwU7okWg
L'ONE - КОНЦЕРТ В ОЛИМПИЙСКОМ | 08.11.2018 -  а я вам расскажу;L'ONE - КОНЦЕРТ В ОЛИМПИЙСКОМ | ВСЁ ИЛИ НИЧЕГО 2 | 08.11.2018 | В этом видео я хочу передать хоты бы капельку той атмос...;875;https://www.youtube.com/watch?v=2HK4swDj7vk
Тимати и L'One - Утёсов (Тур ГТО, Премьера клипа);8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ Новый альбом L'ONE...;9864396;https://www.youtube.com/watch?v=DP6lcaNVP7U
Тимати и L'ONE - Напоследок я скажу (премьера клипа, 2015);"Премьера клипа на трек ""Напоследок я скажу"" для совместного альбома Тимати и L'ONE - ""ГТО"" Новый альбом L'ONE...";7761820;https://www.youtube.com/watch?v=G84bDxoEk6w
L'ONE: «Олимпийский» — последний концерт? ИНТЕРВЬЮ The Flow;Подпишись на канал: http://bit.ly/2w0Oyvo Сайт The-Flow — мы делаем интервью: http://the-flow.ru/ Реклама, сотрудничество: superslowflow...;73327;https://www.youtube.com/watch?v=ZSdTbefHXp0
L'ONE — From Russia With Love (Тур в США, видеоприглашение);Первый тур L'ONE в Америке! FROM RUSSIA WITH LOVE! JAN 25th - NEW YORK JAN 26th - PHILADELPHIA JAN 27th -...;513626;https://www.youtube.com/watch?v=EBwl9pE_nL8
L’One - 450 пар. Личная коллекция Air Jordan и Nike.;L'ONE впервые показал свою коллекцию кроссовок Nike и Air Jordan. Всего в коллекции артиста, для хранения которой...;335131;https://www.youtube.com/watch?v=8jDorQCeYRI
DJ Philchansky feat. L'ONE - Благословляю На Рейв (Премьера клипа);8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ Новый альбом L'ONE...;3253174;https://www.youtube.com/watch?v=2FThRHSDFes
L'ONE feat. Ёлка - Шанс (премьера клипа, 2017);8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ L'ONE & Симфонически...;4712397;https://www.youtube.com/watch?v=QraTi7sXnYE
L'ONE - Трёхочковый;8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ Никто не любит...;273531;https://www.youtube.com/watch?v=H1pQzxUu9jo
CNP.TEAM Съемки клипа L'One - Медленно;Этим летом Ян позвал поснимать клип для L'One, результат думаю многие уже видели потому что клип вышел летом,...;3380;https://www.youtube.com/watch?v=cviOoVOTe0k
ROZHDEN feat. L'One - Ни ты, ни я (Official Video);ROZHDEN feat. L'One - Ни ты, ни я (Official Video) Режиссер/автор сценарий - Таню Муиньо. Одесса-Москва, март-апрель 2016 года....;2167210;https://www.youtube.com/watch?v=cK1_c2mO86Y
L'One – ДА ДА feat Dj KaLeriya Pafos;;844369;https://www.youtube.com/watch?v=Zc2_2vFuco4
Последний концерт L’ONE 08.11.2018;L'One - Океан.;64;https://www.youtube.com/watch?v=czjFXNCnUYc
L’ONE - малява от Мамаева с Кокориным / новый гимн для Локо / Олимпийский как победа в РПЛ;L'one - малява от Мамаева с Кокориным из «Бутырки» / новый гимн для Локо / Олимпийский - как победа в РПЛ #Краса...;198685;https://www.youtube.com/watch?v=L_Fx0b0U6FQ
L`One - Время (feat. Ms. Sounday)  with Lyrics;Ты знаешь, ты - не песок, ты - просто воздух. Ты просто всегда тикая, отмеряешь наш возраст. Такая тихая, безли...;517846;https://www.youtube.com/watch?v=gD2bOZ39SR0
Вечерний Ургант. В гостях у Ивана L'One.(10.11.2017);Совсем скоро рэпер L'One впервые выступит с концертом в сопровождении симфонического оркестра. В нашей студи...;585829;https://www.youtube.com/watch?v=MT1UtjTm8cU
Импровизация L'One | Слава Богу, ты пришел!;Легендарное шоу «Слава богу, ты пришёл», с возвращением! Каждую пятницу в 22:00 на СТС! Сергей Светлаков, Игор...;7994;https://www.youtube.com/watch?v=zc41U5NZHIg
NEL ft. L'One  - Садись, прокачу;Регистрация Seosprint : https://goo.gl/NSckQk Регистрация Seo-fast : https://goo.gl/VfiJUY Регистрация Profitcentr : https://goo.gl/rJ2HV7.;7104094;https://www.youtube.com/watch?v=GqsIkaGFk4c
Макс Барских feat. L'One — Сделай громче;"СТИКЕРПАК VIBER: https://vb.me/maxbarskihyt Концерт Макса Барских ""7"" — ""МВЦ"" [29 ноября, Киев] Купить билеты: https://fishcanfly.com.ua...";2573793;https://www.youtube.com/watch?v=_WjSIfszLnY
L'One ft. Monatik - Сон (#LIVE Авторадио);Нам нужен миллион подписчиков! Подпишись на эксклюзивный канал ЖИВЫХ КОНЦЕРТОВ Авторадио → http://goo.gl/swuttw...;6020;https://www.youtube.com/watch?v=O1wFsn6OIG8
"L'One - Фильм ""Автолюбитель""";"Фильм ""Автолюбитель"" Режиссер: Леван Горозия Оператор-постановщик: Ян Боханович Исполнительный продюсер:...";1010096;https://www.youtube.com/watch?v=Zgm424EyFCc
Black Star Mafia (Мот, L'ONE, Тимати) - Найди свою силу (премьера клипа, 2017);;146576;https://www.youtube.com/watch?v=0yQvgItC1W0
L’one, Илья Соболев, Ян Гэ. Бар в большом городе.  Выпуск 8;Салют, котики! Сегодня у нас сумасшедшая компания! Главный якутянин в BlackStar Леван Горозия aka L'one, прожарщик...;483259;https://www.youtube.com/watch?v=ku15C40FPXM
L'One - Твой день настал ft. Павел Мурашов;"L'One & Павел Мурашов New Album ''Спутник"" (2013) Hip-Hop Точке! | Хип-Хоп ...";205821;https://www.youtube.com/watch?v=Im-4MS19t-c
L'ONE о Уходе с лейбла Black Star, последних концертах в Олимпийском и Питере;https://clck.ru/E2mnF Магазин одежды ( оплата при получении в любую страну) https://youtu.be/w0T0KISq4w0 отзыв на футболку из магаз...;58921;https://www.youtube.com/watch?v=FxQjYoVFCn8
Любимые вещи L'One;Смотрите больше на GQ Video: https://goo.gl/N0RaFW Популярный рэп-исполнитель рассказывает о важности палочек для благов...;377457;https://www.youtube.com/watch?v=3AsA3P6SQu8
ТОП 20 ЛУЧШИХ ПЕСЕН L'ONE;ГРУППА ВК - https://vk.com/breakthesilenceyoutube ВК - https://vk.com/sergei_23 Музыка в начале видео - L'ONE - Океан (feat. Фидель) Музыка в конц...;18260;https://www.youtube.com/watch?v=tW3JCIsXLBg
"""Квартирник НТВ у Маргулиса"": L’One";"Все выпуски ""Квартирника НТВ у Маргулиса"" - в одном плейлисте: https://www.youtube.com/playlist?list=PLSgy-gJ-dkS_j3HnXW0esJ2TGFi3_xGR1 ...";21401;https://www.youtube.com/watch?v=sWPIH_ilF6A
L'ONE - Буду Молодым (2018);Фильм: Green Street 3 ============================ Vk - https://vk.com/v_beats Fb - https://fb.com/dato777v ...;189015;https://www.youtube.com/watch?v=5KvxGPdFUSE
L'one, Вместе, Интервью;"L'One: ""В этот момент появился отец, который сказал отличную фразу: “По-моему, пора сконцентрироваться на чем-т...";34673;https://www.youtube.com/watch?v=Hyzq0ayPNgo
Вечерний Ургант. L'One и Jasmine — «Дорога» (19.05.2017);Музыкальный номер представят рэпер L'One и певица Jasmine — «Дорога». Полный выпуск смотрите здесь https://youtu.be/3xI90D2...;997191;https://www.youtube.com/watch?v=W-q2hw9pMxM
L'One - Москва (#LIVE Авторадио);Нам нужен миллион подписчиков! Подпишись на эксклюзивный канал ЖИВЫХ КОНЦЕРТОВ Авторадио → http://goo.gl/swuttw...;3187;https://www.youtube.com/watch?v=vl28aXkbEGo
NEL ft  L'One   Садись, прокачу премьера клипа, 2016;;46250;https://www.youtube.com/watch?v=4PZ0cjlkVZo
Тимати feat. L'One и Сергей Мазаев - GQ ( Новый клип, 2013);"Global Star Russia - интеграция брендов в проекты артистов / Product Placement / http://www.globalstarrussia.com / +7 (499) 381-49-39 Установи ""GQ""...";9935896;https://www.youtube.com/watch?v=5Ax0hL4WIAs
WDKTZ (L'One & Dj Pill.One) - Помни меня (2013);Клипы проекта WDKTZ обычно выглядят так: L'One и DJ Pill.One весело проводят время под музыку романтичных электропоп-...;421054;https://www.youtube.com/watch?v=mVhBnf-ufYM
"L'One & Dj Pill.One (WDKTZ) — ""Дрим"" (премьера клипа)";Съемка и монтаж — Данила Волков Загружено http://www.rap.ru/ Мы в социальных сетях: http://vk.com/tvrapru http://www.youtube.com/tvrapru...;659500;https://www.youtube.com/watch?v=M4l_z5LIERg
Тимати и L'One в Comedy Club (30.04.2014);Тимати и L'One в Comedy Club (30.04.2014) смотри на Rutube ...;111817;https://www.youtube.com/watch?v=wQ1XOTKHbVQ
L'ONE - Авиарежим feat. Павел Мурашов (Автолюбитель EP, 2015);"Клип вырезан из фильма L'ONE ""Автолюбитель"" (https://youtu.be/Zgm424EyFCc) Режиссер: Леван Горозия Оператор-постановщик:...";11342;https://www.youtube.com/watch?v=KlOTWk2j57Y
L'ONE feat. Nel - Хоккеисты (премьера клипа, 2017);Слушать в Apple Music: http://black-star.ru/lone_1985_am_yt Скачать в iTunes: http://black-star.ru/lone_1985_it_yt Скачать в Google Play: ...;1616779;https://www.youtube.com/watch?v=EhkONCirr-g
VERSUS: OXXXYMIRON VS L'ONE [КТО ПОБЕДИТ?#3];КАНАЛ REVEN - https://www.youtube.com/channel/UCnc8BY8aezd_0KyddZrXZ6Q -ПАБЛИК ВК - https://vk.com/panchline_youtube -ВТОРОЙ КАНАЛ ...;12787;https://www.youtube.com/watch?v=CmH0780zQ4o
Тимати feat. L'One, Джиган, Варчун, Крэк, Карандаш - TATTOO;Новый альбом L'ONE – «Гравитация» в iTunes: http://apple.co/2ddvr8T Установи трек Тимати вместо гудка: http://r.interakt.ru/timati/...;45524300;https://www.youtube.com/watch?v=WuzhdmBcCL4
L'One - Медленно (#LIVE Авторадио);Нам нужен миллион подписчиков! Подпишись на эксклюзивный канал ЖИВЫХ КОНЦЕРТОВ Авторадио → http://goo.gl/swuttw...;3862;https://www.youtube.com/watch?v=z1NBLvhKFj4
L'One  - Трехочковый;"L'One представил свой новый сольный трек - ""Трехочковый"". Максимальный репост в поддержку выхода новой композ...";96312;https://www.youtube.com/watch?v=UNNg4cge0TA
Концерт L’One;;85;https://www.youtube.com/watch?v=RgvMYfoBnm0
Дана Соколова feat. L'ONE - Голос (премьера клипа, 2018);Эта и другие песни в большом концерте в Известия Hall 18-го ноября: специальные гости и новая программа. Купит...;1096287;https://www.youtube.com/watch?v=D6AkgXy5TPk
L'One — В городе погас свет;;114368;https://www.youtube.com/watch?v=1-DdFXuWTDI
L'One утро начинается не с кофе;Впервые за полгода на паркете. Возвращаюсь по тихой. Колено, пока не ахти, но руки помнят. К сезону думаю...;27855;https://www.youtube.com/watch?v=V_IKHO3z7qE
L'ONE - Возвращение (OST Притяжение);;11538;https://www.youtube.com/watch?v=WM3I-5ltv_A
L'One - Прекрасное далеко (2017) (Премьера);"L'One - Прекрасное далеко (2017) Новый Релиз: L'One - ""1985"" EP (OST ""Чернобыль-2"") (2017)";38544;https://www.youtube.com/watch?v=Gseh3D2Ofhc
L'ONE feat. NEL - Марс (премьера клипа, 2015);8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ L'ONE feat. NEL - Марс...;2145611;https://www.youtube.com/watch?v=rdknNjBHvs0
L'ONE - Баскетбольный день в Питере (5/10/2016);8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ Новый альбом L'ONE...;306999;https://www.youtube.com/watch?v=NThETq7zOAM
L'One в гостях у Красавцев;;124369;https://www.youtube.com/watch?v=ZeIumKMbfrw
Вечерний Ургант. Павел Прилучный и L'One. 1026 выпуск от 26.10.2018;"В гостях исполнитель главной роли в сериале ""Мажор 3"" Павел Прилучный. Вместе с Иваном прямо в нашей студии...";216390;https://www.youtube.com/watch?v=H4donYF56Yo
Узнать за 10 секунд | L'ONE угадывает треки Big Russian Boss, Pharaoh и еще 33 хита;Адрес для коммерческих запросов: i.bannikov@afisha.ru L'One, одно из первых лиц отечественного рэпа, со своими пособник...;2671438;https://www.youtube.com/watch?v=rXcPBrRpReM
L'One ft. Jasmine  - Дорога (#LIVE Авторадио);Нам нужен миллион подписчиков! Подпишись на эксклюзивный канал ЖИВЫХ КОНЦЕРТОВ Авторадио → http://goo.gl/swuttw...;3738;https://www.youtube.com/watch?v=qR1A4OaVyBg
У рэпера L'One угнали машину;Подпишитесь на канал 360: https://www.youtube.com/channel/UCu_sa2ZIHKkr5IXqUe7_VpQ?sub_confirmation=1 У рэпера L'One угнали машину, пока он ...;1332;https://www.youtube.com/watch?v=NU8h38_Kb4s
ЛИГА ПЛОХИХ ШУТОК #1 | L'One x Гудков;Известный во всём мире формат bad jokes telling. Юмористический батл, в котором участники рассказывают друг другу...;7375743;https://www.youtube.com/watch?v=SSMfBLf6054
L'One - Если Есть Микрофон (Lyrics);https://vk.com/club171675024 Первый Куплет: Если есть микрофон и что рассказать. Я каждый день продолжаю дерзать. Походу...;2963;https://www.youtube.com/watch?v=eMMtojkfutM
L'ONE & Симфонический оркестр - ОКЕАН в Crocus City Hall (Концерт LIVE);Видео-версия исполнения песни Океан L'ONE & Симфонического оркестра в Crocus City Hall 19/11/17 с фрагментами студийной...;1370;https://www.youtube.com/watch?v=5kLjjGOHjLA
L'one - 1985 (Полный Альбом);"Subscribe to my channel ;)";4701;https://www.youtube.com/watch?v=bLvkNzLRK7U
L 'ONE - Жить В Твоей Голове;;624426;https://www.youtube.com/watch?v=o3iHhQ0HIUU
Битва за респект полуфинал L One vs ST;;202447;https://www.youtube.com/watch?v=BH4R590hTiQ
L'ONE - Время первых (премьера трека, 2017);8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ L'ONE - Время первых...;984566;https://www.youtube.com/watch?v=GhhYq1qxO8M
L'One - Дай мне слово;;5817;https://www.youtube.com/watch?v=57HNRCloBIc
L 'ONE - Все Будет;;336063;https://www.youtube.com/watch?v=C2WVXY-6ZKo
L'ONE - Возвращение (OST «Притяжение»);8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ Не так давно трек...;651503;https://www.youtube.com/watch?v=RbUjcYTGB3k
L'ONE ft. Kristina Si - Бонни и Клайд (Live, Известия Hall);8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ Качай альбом L'ONE...;1066957;https://www.youtube.com/watch?v=9cTEQqbH-6o
L'One Леван Горозия 100 вопросов к успешному Университет СИНЕРГИЯ;"Великолепная возможность получить высшее образование дистанционно в Университете ""Синергия"" http://synergy.ru/lp/vp...";202559;https://www.youtube.com/watch?v=Zc2f-I7EF2U
АЛЬБОМ: L'One - 1985 (2017);СЛУШАТЬ ЭТОТ РЕЛИЗ ВКОНТАКТЕ - (https://vk.cc/7g7NXQ) НАШ ПАБЛИК ВКОНТАКТЕ - (https://vk.com/purely_rap) ПОДПИШИСЬ НА НАШ КАНАЛ...;20498;https://www.youtube.com/watch?v=EkU3xWkuAvs
L'ONE. Сникершопинг.;Промокод: Lone - действует на кроссовки Nike и Jordan(кроме новинок и раздела sale). Интернет-магазин Sneakerhead: https://goo.gl/37i...;69043;https://www.youtube.com/watch?v=VKtSFyYBE6E
L'One - Сон (#LIVE Авторадио);Подпишись на канал ЖИВЫХ КОНЦЕРТОВ Авторадио → http://goo.gl/swuttw ✓ Получи БЕСПЛАТНОЕ приглашение в московску...;32054;https://www.youtube.com/watch?v=ZoZ242H00AY
L'ONE - Птицы HD;;8739;https://www.youtube.com/watch?v=uFqbYDz5ufI
L’One - ЧЁРНЫЙ УМЕЕТ БЛЕСТЕТЬ ( Asammuell cover );Что-то новое, крутое и чёрное . Как вам такие эксперименты? Надеемся, что L'One заметит эту работу, изменившу...;22956;https://www.youtube.com/watch?v=JHtwDP6k1BQ
L'One feat. Наадя - Пираты (Одинокая Вселенная 2014);;21443;https://www.youtube.com/watch?v=eR2b6pthjW0
L'ONE feat. Варвара Визбор - Мы эхо (премьера клипа, 2017);29 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Предварительная регистрация на концерт: https://lone.black-star.ru/...;677485;https://www.youtube.com/watch?v=rE2vwsxgisw
L'ONE, Торнике Квитатиани, Нодар Ревия, Брендон Стоун,Гиоргий Меликишвили - Чито гврито(#наМузыке);;4012;https://www.youtube.com/watch?v=qHa3e6zGds0
L'ONE   Все Танцуют Локтями;;16235;https://www.youtube.com/watch?v=LpgMR_9Epb0
Brainwork - Океан (feat. L'One & Лаура Плёнкина);"Brainwork featured Леван Горозия (L'One) & Лаура Плёнкина ""Океан"" Совместное выступление на фестивале Usadba Jazz 3.06.2018 года....";4600;https://www.youtube.com/watch?v=y15jJo7Gm1A
"Карандаш, Big Som, L'One, MO ""OK""";Загружено http://www.rap.ru/ Мы в социальных сетях http://vk.com/tvrapru http://www.youtube.com/tvrapru https://twitter.com/rapru ...;3054177;https://www.youtube.com/watch?v=VtzOSQrv4eI
L'One ТОП 10 шокирующих событий на его концерта. (Леван Горозия новый клип.);Подписывайтесь на канал и ставьте лайки. Вам не сложно,мне приятно 10-(Красивое предложение руки и сердца...;194017;https://www.youtube.com/watch?v=jb8USukwneM
L'ONE МЕДЛЕННО ЗАВЕРШАЕТ КАРЬЕРУ | BLACK STAR;L-One из Black Star сделал заявление о скором уходе со сцены. Так же он поделился информацией о новом альбоме и...;121550;https://www.youtube.com/watch?v=EhhonSmh6PI
l'one - доброе утро;;38253;https://www.youtube.com/watch?v=INQlA-q-ddg
L'One - Амбиции;Текст песни L'One - Амбиции Что ждёт там, на конечной, и сколько осталось? Будет ли легче или это минутная слабо...;75264;https://www.youtube.com/watch?v=lAg3wbF7JuE
L'One - До Того Как Стал Известен!;Все выпуски «До Того Как Стал Известен» ▻ https://www.youtube.com/playlist?list... ВКонтакте ▻ http://vk.com/telblognet Автор Канала...;341734;https://www.youtube.com/watch?v=EhOKODfbgic
ЧТО НОСИТ L'ONE. СКОЛЬКО ДЕНЕГ ТРАТИТ НА ОДЕЖДУ;Скидка 15% по промокоду NEW: http://in-styleshop.ru/ Кроссы как у L'one: http://in-styleshop.ru/shoes/sneakers/nike-sock-dart-black ...;213778;https://www.youtube.com/watch?v=AZzn3pOeLCY
L'One - Медленно (2018);;1055;https://www.youtube.com/watch?v=fiCyQPnJ4sc
L'ONE (Black Star Inc) в Пятигорске;Леван Горозия (L'One) - https://vk.com/l.one.mars Family Group (организаторы) - https://vk.com/id297329817 Андрей Чёрный (оператор) - https://vk.com/and.;46053;https://www.youtube.com/watch?v=uq-Z4q0kkMw
L`One - Этим Утром;L`One - Этим Утром Альбом Гравитация 2016.;7507;https://www.youtube.com/watch?v=oGgkiMo2T38
L'One ft. Тимати - Будущее где-то рядом (Премьера, новый клип);8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ Новый альбом L'ONE...;1131867;https://www.youtube.com/watch?v=RXL-qT0HBmo
L'One - Понедельник (official track);8 ноября 2018 - Большой концерт L'ONE в СК Олимпийский. Регистрация на концерт: https://lone.black-star.ru/ Качай новый альбом...;140423;https://www.youtube.com/watch?v=BeH6W0CYY38
"Marselle ""Она"" (L'One & NEL)";рэперы L'One и NEL - Хип-хоп группа выпустила видеоклип Музыкальный лейбл RAIDA.PRO.;51342;https://www.youtube.com/watch?v=L-Gv7hYl2BU
L`one - Гравитация;L`one - Гравитация Альбом Гравитация 2016.;9106;https://www.youtube.com/watch?v=8isyxsDumFo
L'One. Будущее биткоина. Где найти поставщиков?;Все или ничего? В этом выпуске мы плотно погрузимся в этот вопрос, пообщавшись с одним из самых успешных...;669377;https://www.youtube.com/watch?v=1_OsCF753a0
