Название видеоролика;Описание;Количество просмотров;Url видеоролика
"Международный турнир по Художественной гимнастике ""Summer Star"" г. Одесса";Международный турнир по художественной гимнастике. Наша цель сделать так, чтобы не было недочетов! У Нас...;11241584;https://www.youtube.com/watch?v=KdYdFxic8pc
Чемпионат Европы 2018 Гвадалахара по художественная гимнастика.  Второй день;Продолжается чемпионат Европы 2018 по художественной гимнастике Гвадалахара. Второй день: Юниорки и Сеньорк...;58697;https://www.youtube.com/watch?v=0QOLxsdwDkU
Гимнастика детская. Художественная гимнастика для детей.;Тренировки детей 4-5 лет.;620;https://www.youtube.com/watch?v=r1jzKyT2b0E
"Долеско Аня ""Зимова казка-2012"" 23.12.2012 Художественная гимнастика 5 лет дети";"Турнир по художественной гимнастике ДЮСШ ""Чернигов"" ""Зимова казка-2012"" 23.12.2012 Чернигов, Украина Долеско Аня...";443184;https://www.youtube.com/watch?v=xVrv_263kQs
Художественная гимнастика дома;;18104;https://www.youtube.com/watch?v=3URRfPmcbKA
Хоровінкіна Єлизавета (лента) 04.10.2015 Художественная гимнастика. Чемпионат Черниговской области;Хоровінкіна Єлизавета (лента) 2005р.н. ОКДЮСШ Художественная гимнастика. Открытый чемпионат Черниговской...;71418;https://www.youtube.com/watch?v=rKC1u1r79DY
Художественная гимнастика Лучшие моменты RHYTHMIC GYMNASTICS;Лучшие моменты с соревнований по художественной гимнастике в Нижнем...;69371;https://www.youtube.com/watch?v=tXckUPI9L_0
33-й чемпионат Европы по художественной гимнастике (Будапешт - 2017) – Обруч;2017 European Rythmic Gymnastics Championships. Hoop Final Спортивная гимнастика в Киеве (Gymnastics in Kiev): http://extremegym.org Плейлист ...;23213;https://www.youtube.com/watch?v=ILlSrWQHGZs
"Групповые упражнения 27 (обручи) ФСТ""Україна"" Художественная гимнастика";"Открытый чемпионат ФСО ""Україна"" по художественной гимнастике ""Кто ты, будущий олимпиец?"", 27-30 августа 2015,...";123366;https://www.youtube.com/watch?v=-Qs97n6dp2c
РЕАЛЬНАЯ ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА / REAL training in Russian rhythmic gymnastics;"REAL rhythmic gymnastics / Russia 2016 REAL training in Russian rhythmic gymnastics Турнир по художественной гимнастике ""Городецкие бусинки""...";15197268;https://www.youtube.com/watch?v=Oy9JPlrWTAk
Команда ОДЕССА (БП) 03.10.2015 Художественная гимнастика. Чемпионат Черниговской области;Групповые упражнения (БП) 2004р.н. ОДЕСА Художественная гимнастика. Открытый чемпионат Черниговской области...;214150;https://www.youtube.com/watch?v=tlXk3v7ezmE
Новенькая/ Проверка данных/ Художественная гимнастика/ Дети;;108050;https://www.youtube.com/watch?v=2F1SaYqwb-s
First competition Первое Выступление Художественная гимнастика Дети  rhythmic gymnastics rg;Первое выступление. Сколько волнения, переживаний, девочка очень сильно волновалась но держалась как могла...;346236;https://www.youtube.com/watch?v=tlGY-tQQQWo
Открытый урок | Художественная гимнастика;В эту спортивную школу хожу всего месяц, многое еще не получается, но если трудиться , все получится) Мне...;24519;https://www.youtube.com/watch?v=1XIwrxWlivI
Художественная гимнастика. Регина Мякшева (лента);tashkent-2013. Чемпионат Азии-2013 по художественной гимнастике в Ташкенте (Узбекитстан). Упражнение с лентой.;315905;https://www.youtube.com/watch?v=-8Hu4kVAMK0
HOOP Rhythmic Gymnastics Lessons ОБРУЧ Художественная Гимнастика Видео урок;HOOP Rhythmic Gymnastics Lessons for Gymnasts. Video excercises. Я вам покажу несколько упражнений с обручем из Художественной Гимнастк...;39333;https://www.youtube.com/watch?v=Vo1ZWoTgalE
"Международный турнир по художественной гимнастике ""Breeze"" г.Одесса / СКАКАЛКА / ОБРУЧ";"Международный турнир по художественной гимнастике ""Breeze"" Этот турнир был первым в этом сезоне, я допустила...";20335348;https://www.youtube.com/watch?v=DYax-7EsrJ4
Детская художественная гимнастика 4K;Тренировка Афиняшек. Город Альметьевск. Телефон: 89656287088 Вк : https://vk.com/sk__afina Instagram: https://www.instagram.com/sk__afina/;483;https://www.youtube.com/watch?v=Tx7D03NDFeo
ГИМНАСТИКА ПРОТИВ НИКОЛЬ / Гимнастический челлендж / Новый челлендж / Художественная гимнастика позы;ГИМНАСТИКА ПРОТИВ НИКОЛЬ / Гимнастический челлендж / Новый челлендж / Художественная гимнастика позы Гимна...;2009770;https://www.youtube.com/watch?v=3hr0AXsBg2g
"Бурячинська Ульяна (скакалка) 2006-Кат.В ""Перлина Полісся 2015"" Художественная гимнастика";"Бурячинська Ульяна (скакалка) 2006 р.н. м.Черкаси 2-й всеукраинский турнир по художественной гимнастике ""Перли...";36091;https://www.youtube.com/watch?v=lzMXC_NOhmo
"К Международному дню защиты детей. Фестиваль детской художественной гимнастики ""Алина""";"К Международному дню защиты детей. Фестиваль детской художественной гимнастики ""Алина"" ▷Подпишись на кана...";59392;https://www.youtube.com/watch?v=_c8nS9kaVME
Гран-При 2016 Москва. Художественная гимнастика. День 3;Финалы Гран-При в отдельных видах. Булавы. Лента. Группы 6 булав+2 обруча.;266780;https://www.youtube.com/watch?v=H_sxy2ogKkM
Упражнения по художественной гимнастике для начинающих уроки для маленьких детей;Основные упражнения с которых начинают обучение художественной гимнастике. Складка, колечко, шпагат, мости...;28194;https://www.youtube.com/watch?v=JAYNQhK3zu0
Байдаленко Аліна (лента) 07.02.2016 Художественная гимнастика. Чемпионат Черниговской области;Байдаленко Аліна (лента) 2005 р.н. ДЮСШ «Чернігів» Художественная гимнастика. Открытый чемпионат Черниговско...;8652;https://www.youtube.com/watch?v=YiSJi7VGDQ4
"детская художественная гимнастика ""ИМПУЛЬС""";;1351;https://www.youtube.com/watch?v=jkg5KSz7AcY
Единственная в Дагестане секция художественной гимнастики работает в махачкалинской ДЮСШОР №3;http://rgvktv.ru Телеканал РГВК Дагестан, сюжет М.Абдурахманова Художественная гимнастика - это один из самых изящ...;2299;https://www.youtube.com/watch?v=pf_1Pvx3AZU
"Групповые упражнения 20 ФСТ""Україна"" Художественная гимнастика";"Відкритий Чемпіонат ФСТ""Україна"" з художньої гімнастики ""Хто ти, майбутній олімпієць?"", 27-30 сепня 2015, м.Київ...";31382;https://www.youtube.com/watch?v=nBnfSB-TVSI
Художественная гимнастика. МАСТЕР КЛАСС от НИКОЛЬ.;"Мы приехали в ""7е небо"" в городе Одесса. Это спортивный клуб, где занимаются начинающие гимнастки. И Николь...";2122073;https://www.youtube.com/watch?v=VHfMcSpfWwI
🏆  МОИ ПЕРВЫЕ СОРЕВНОВАНИЯ 🤸🏼‍♀️ ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА - ГРУППОВОЕ ВЫСТУПЛЕНИЕ;ЛЕТНИЕ КАНИКУЛЫ - СЕГОДНЯ У МЕНЯ СОРЕВНОВАНИЯ ПО ХУДОЖЕСТВЕННОЙ ГИМНАСТИКЕ. СОРЕВНОВАНИЯ МЕЖДУ ШКОЛАМИ...;2702457;https://www.youtube.com/watch?v=3u-7yVzMeGQ
ВЛОГ: сборы в Сочи. Вся правда о художественной гимнастике!;Привет, мои хорошие! И сегодня у нас новый ВЛОГ! 🤗 Я хочу рассказать вам о своих сборах в Сочи! И расскажу...;152268;https://www.youtube.com/watch?v=kJ3jT6kVaZ8
СОРЕВНОВАНИЯ ПО ХУДОЖЕСТВЕННОЙ ГИМНАСТИКЕ. МОСКВА ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА. ДЕТСКАЯ ГИМНАСТИКА ДЕТИ;СОРЕВНОВАНИЯ ПО ХУДОЖЕСТВЕННОЙ ГИМНАСТИКЕ РАМЕНСКОЕ. 2018. ТРЕНЕР ПО ХУДОЖЕСТВЕННОЙ ГИМНАСТИКЕ БУТЫЛЬЧЕНКО...;6096;https://www.youtube.com/watch?v=bPsexeVT6J8
Упражнения на гибкость для детей;Развивающие мультики для маленьких детей.;615599;https://www.youtube.com/watch?v=6Jx24P198Tw
Alina Kabaeva 2015 Children's Rythmic Gymnastics Festival художественной гимнастики Алина 2015;"Children's festival of rhythmic gymnastics ""Alina"" - 2015 The seventh festival of children's rhythmic gymnastics ""Alina"", organized with the support of the ...";67076;https://www.youtube.com/watch?v=LhpvtpwuBiU
НОВЫЕ МИРОВЫЕ ЛИДЕРЫ 2018 | ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА;Видео посвященное результатам Гран При и Кубку чемпионок Алины Кабаевой. Новые лидеры сборной России по...;97202;https://www.youtube.com/watch?v=WOtgc96lORE
УЖАСЫ ХУДОЖЕСТВЕННОЙ ГИМНАСТИКИ (Мой опыт и фото);Личный опыт о 5 годах, проведенных в серьезных тренировках на занятиях художественной гимнастикой. Плюсы...;459042;https://www.youtube.com/watch?v=6oXV79r-7_I
Тея и ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА 💪 ТРЕНИРОВКА;Тея фанатка Художественной гимнастики! В этом видео вы увидите тренировку Теи и сможете вместе с ней повтор...;77076;https://www.youtube.com/watch?v=JIfI21a4cj0
Нервы на пределе // Очень важные соревнования // Художественная гимнастика;Нервы на пределе. Очень важные соревнования. Художественная гимнастика.;258344;https://www.youtube.com/watch?v=iXu1rvnCc4U
Художественная гимнастика в Екатеринбурге;Город победителей: художественная гимнастика Это единственный вид спорта, созданный в России. В этом...;2457;https://www.youtube.com/watch?v=M4znAq45GW8
Художественная гимнастика;"Сюжет телерадиоцентра ""Телемикс"", город Уссурийск.";3059;https://www.youtube.com/watch?v=FnL4Il67_5c
"Международный турнир ""Winter star"" 2016 по художественной гимнастике, город Одесса";Николь приехалана 1й международный турнир по художественной гимнастики Winter Star. Выступала с программой...;7071461;https://www.youtube.com/watch?v=30CiGf1_s9k
УЖАСЫ ХУДОЖЕСТВЕННОЙ ГИМНАСТИКИ (Мой опыт и фото);Личный опыт о 5 годах, проведенных в серьезных тренировках на занятиях художественной гимнастикой. Плюсы...;459042;https://www.youtube.com/watch?v=6oXV79r-7_I
Спортивная гимнастика - Мотивация;Раньше люди начинали день с гимнастики, а теперь с проверок своих страничек.;388157;https://www.youtube.com/watch?v=nvhmUpTzSQI
Художественная гимнастика/ Лучшие моменты /Первество г.Кстово;Ссылка на видео с музыкой, ибо ютуб с 52-й секунды запретил монетизировать видео. https://vk.com/video-30976859_171326834 Лучши...;91146;https://www.youtube.com/watch?v=lz11UvyPsFI
Чемпионат мира по художественной гимнастике: равных россиянкам пока нет;Подпишитесь на канал Россия24: https://www.youtube.com/c/russia24tv?sub_confirmation=1 Триумф наших спортсменок на чемпионате мира...;73518;https://www.youtube.com/watch?v=hRZBMH5TBgg
2017 Крым, Феодосия, Береговое - Детский турнир по художественной гимнастике;20.05.2017 Крым, Феодосия, Береговое - Детский турнир по художественной гимнастике В селе Береговое состоялся...;4696;https://www.youtube.com/watch?v=P85Bf-EePhI
ПОСЛЕДНЯЯ Индивидуальная тренировка // МАСТЕРСТВО с обручем / Художественная гимнастика / булавы;Индивидуальная тренировка // МАСТЕРСТВО с обручем / Художественная гимнастика / булавы Очень скоро у меня...;588102;https://www.youtube.com/watch?v=fY219tEXvWk
Художественная Гимнастика Первенство г.Кстово Награждение Лучших Гимнасток;Награждение гимнасток, выступавших в первой части на Открытом первенстве по художественной гимнастике...;107195;https://www.youtube.com/watch?v=aj-XsFdojK4
Еще одна ЗОЛОТАЯ МЕДАЛЬ / НИКОЛЬ ЧЕМПИОНКА / Соревнования по художественной гимнастике;Еще одна ЗОЛОТАЯ МЕДАЛЬ / НИКОЛЬ ЧЕМПИОНКА / Соревнования по художественной гимнастике Первенство по худо...;2737984;https://www.youtube.com/watch?v=6qLVbbifwXA
"Десятый детский фестиваль художественной гимнастики ""Алина"" начался в Москве - Россия 24";"Десятый детский фестиваль художественной гимнастики ""Алина"" начался в Москве. Он проводится при поддержке...";4701;https://www.youtube.com/watch?v=666EBHWvjss
"Фестиваль Детской Художественной гимнастики ""АЛИНА 2017"" Дорогою добра";;17634;https://www.youtube.com/watch?v=42bClo6zzsI
Художественная гимнастика дети 4 года. Весенняя Ласточка;"Выступление малышей 2011 г.р. из клуба ""Весенняя Ласточка"" на турнире городов России по художественной гимнас...";67005;https://www.youtube.com/watch?v=dr2dWtP4HhM
Занятия ГИМНАСТИКОЙ для детей.  Детская гимнастика. Упражнения художественной гимнастики для детей;Занятия художественной гимнастикой для детей. Детская гимнастика и упражнения для художественной гимнаст...;332;https://www.youtube.com/watch?v=bE-yj9Wzyxs
ГИМНАСТИКА ПРОТИВ СПИННЕРА КУБА // Первый ПРОИГРЫШ Николь // Художественная гимнастика;Гимнастика против спиннера Куба,Штурвала и Спиннера с Камнями. Мы набрали очень много лайков и поэтому...;2930975;https://www.youtube.com/watch?v=ovJqgzY1kkA
ЮНАЯ ГИМНАСТКА – ДЕТСКАЯ ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА ДЛЯ ДЕТЕЙ 6 ЛЕТ - МОСКВА;ЮНАЯ ГИМНАСТКА – ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА. МОСКВА. ВЫСТУПЛЕНИЕ ЮНОЙ ГИМНАСТКИ ШИРОКОВОЙ УЛЬЯНЫ. 6 ЛЕТ....;4598;https://www.youtube.com/watch?v=zfQjPFLdivo
Открытый урок подготовительной группы 4-х лет (2017 г.);"Видео открытого урока подготовительной группы 4-х лет студии художественной гимнастики ""Калейдоскоп"" в...";36449;https://www.youtube.com/watch?v=8_37OkjngK4
Художественная гимнастика. Турнир Miss Valentine;Miss Valentine – самый представительный турнир по художественной гимнастике в странах Балтии. В нем принимают...;23165;https://www.youtube.com/watch?v=rgV4NHoOyFY
Дети в художественной гимнастике / тренировка / Кстово;;175148;https://www.youtube.com/watch?v=-LeOBGk1sFM
Здоровые дети: Художественная гимнастика;Грация, эстетика, осанка, красота и крепкое здоровье. Родители все чаще отдают своих детей в художественную...;3458;https://www.youtube.com/watch?v=Vi61QirUtaw
Художественная гимнастика с лентами дети 5 лет;"Танец ""Серебристые снежинки""";7930;https://www.youtube.com/watch?v=ISXUp-CnGCg
Художественная гимнастика Мотивация RHYTHMIC GYMNASTICS MOTIVATION  russia лучшие моменты;Некоторые моменты (лучшие моменты) с учебно-тренировочных сборов по художественной гимнастике. Девочки...;657704;https://www.youtube.com/watch?v=dGUNWufBbMs
1 МЕСТО на Международном турнире по художественной гимнастике New Dnipro Stars 2017;1 МЕСТО на Международном турнире по художественной гимнастике New Dnipro Stars 2017 НАКОНЕЦ ТО долгожданное первое...;2826492;https://www.youtube.com/watch?v=3nxEs3p06TQ
ПЕРВОЕ ВЫСТУПЛЕНИЕ / художественная гимнастика дети / победа gymnastics;Мое первое выступление в индивидуальной программе по художественной гимнастике 2011 г.р. ПЕРВОЕ ВЫСТУПЛЕНИЕ...;257;https://www.youtube.com/watch?v=lfZ8qf3_SXI
Мои купальники для соревнований.  Художественная гимнастика.;Показываю купальники, а чтобы не было скучно, делаю элементы художественной гимнастики..Канал моей сестрен...;2811165;https://www.youtube.com/watch?v=aBt6AkXKW2w
"Фестиваль Детской Художественной Гимнастики ""АЛИНА 2017"" ЧАСЫ";;5448;https://www.youtube.com/watch?v=29Pi8OMlUdY
Экстремальные Перевороты-элементы в художественной гимнастике;Детская художественная гимнастика — один из самых разносторонних и гармоничных видов спорта. Физические...;721;https://www.youtube.com/watch?v=NHLm98ciCIg
Музыка для художественной гимнастики;Время - 1:20 Песня - Tuesday.;61331;https://www.youtube.com/watch?v=j1veytLlWy8
Растяжка в художественной гимнастике. Плечевой пояс.;Растяжка плечевого пояса и рук.;356406;https://www.youtube.com/watch?v=gT6-Vt62eM8
Упражнение лягушка. Художественная гимнастика для начинающих. Урок онлайн детской гимнастики;Упражнение лягушка из начальной подготовки по художественной гимнастике для детей. Служит подводящим...;3019;https://www.youtube.com/watch?v=mWNQmIMDg2U
ЮНАЯ ГИМНАСТКА. СОРЕВНОВАНИЯ ЮНЫХ ГИМНАСТОК. МОСКВА. ДЕТСКАЯ ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА ДЛЯ ДЕТЕЙ.;ЮНАЯ ГИМНАСТКА – ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА. ВЫСТУПЛЕНИЕ ЮНОЙ ГИМНАСТКИ ШИРОКОВОЙ УЛЬЯНЫ. 6 ЛЕТ. ОТКРЫТОЕ...;7090;https://www.youtube.com/watch?v=JftCE2VdhPQ
Атлето | Художественная гимнастика;Художественная гимнастика – путь самосовершенства. Серия сюжетов о детских спортивных секциях Каменска-У...;882;https://www.youtube.com/watch?v=8Y8Vy_KxS30
Музыка для художественной гимнастики;Время - 1:22 Песня - Sheap of you.;307119;https://www.youtube.com/watch?v=QOacueUGonQ
тренировка художественная гимнастика 6 лет;тренировка художественная гимнастика 6 лет открытый урок трудовые резервы Москва 2016 11-я Парковая.;51331;https://www.youtube.com/watch?v=Ayoybpk91I8
Открытый урок по художественной гимнастике (Самара);Открытый урок по художественной гимнастике в школе №139 города Самары.;53071;https://www.youtube.com/watch?v=amrU7oa4kLI
Показательное выступление художественная гимнастика;Показательное выступление художественная гимнастика https://youtu.be/77AWOmNhXgY.;197814;https://www.youtube.com/watch?v=77AWOmNhXgY
"Клип ""Художественная гимнастика""";IV летняя Спартакиада молодёжи России 2018 года.;951;https://www.youtube.com/watch?v=101MaWcTByA
Детские видео про куклы. Барби и Алина: художественная гимнастика;Скорее смотри детское видео про куклы на #ютуб, где Кристина, Барби и кукла Алина будут играть в игры для...;892558;https://www.youtube.com/watch?v=Hpz-Avj-eAE
детская художественная гимнастика;групповой танец.;17070;https://www.youtube.com/watch?v=5lbSOOt-mww
VLOG-Кубок Зимняя Сказка 2017. Мои выступления. Художественная гимнастика.;Я в Instagram: https://www.instagram.com/planeta_sofi/ Подписывайтесь на мою группу Вконтакте: https://vk.com/planeta_sofi Спасибо, что смотри...;94459;https://www.youtube.com/watch?v=bWJQgltDoTo
"Центр Спортивной Подготовки  ""Олимп"" по детской художественной гимнастике г. Екатеринбург";;941;https://www.youtube.com/watch?v=PPhBBDiO3hE
Художественная гимнастика/упражнения с лентой - Алина Тимошенко/Чемпионат Украины-2015;Командный чемпионат Украины по художественной гимнастике 16 ноября 2015 в г. Сумы. Упражнения с лентой: Алина...;17501;https://www.youtube.com/watch?v=2-4ZF1J0yeE
Целый день гимнастки в день соревнований. Художественная гимнастика.;Весь день гимнастки в день соревнований.)Рекомендую канал моей сестренки https://www.youtube.com/channel/UCAKx7PT9a2t731mZNBKuX2w.;3034601;https://www.youtube.com/watch?v=aXGqIKFEYjs
"Фестиваль детской художественной гимнастики ""Алина 2014"" ПОГОНЯ";;3399;https://www.youtube.com/watch?v=cTUXQ3v-khg
ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА  Показательные выступления;В Куйбышеве прошли соревнования по художественной гимнастике посвященный Дню защиты детей. Смотрите показ...;11583;https://www.youtube.com/watch?v=7OQ0TlU4rSo
Показательные выступления, художественная гимнастика, 4;Межрегиональный турнир памяти тренера Т.А. Толстопятовой, г. Н. Новгород 06-07 апреля 2013 г.;82057;https://www.youtube.com/watch?v=5mJJjvao2KM
Уроки художественной гимнастики || Стойка на локтях + 2 переворота через локти;Всем привет! Я Ксения Сим) И это мои уроки художественной гимнастики. В них я буду вам рассказывать и показы...;127281;https://www.youtube.com/watch?v=UJcAjz8jTfI
"Фестиваль детской художественной гимнастики ""Алина""-05.06.2016";;3424;https://www.youtube.com/watch?v=wR0_1I_YIvY
ВЛОГ. 1 день из жизни Николь. Художественная гимнастика / Танцы / Плавание / Детский садик.;VLOG. Сегодня я покажу Вам один день из моей жизни. Мой детский садик, танцы, групповую тренировку по художест...;3052328;https://www.youtube.com/watch?v=UnHGYf5ncrk
художественная гимнастика Миронова Ксения открытое занятие;Описание.;591449;https://www.youtube.com/watch?v=66SnDhWBJro
👯РАЗМИНКА👯 ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА;Всем привет, меня зовут Стелла, мне 10 лет, я занимаюсь художественной гимнастикой. Я рада, что вы зашли на...;11300;https://www.youtube.com/watch?v=g2g5xyWvWpg
"Пак Анна 2010 обруч ""Снежный Карнавал"" Чебоксары Художественная гимнастика";"Пак Анна 2010 обруч ""Снежный Карнавал"" Чебоксары Художественная гимнастика.";5195;https://www.youtube.com/watch?v=tThh6BInZig
07.04.2017 Детские спортивные школы готовятся к чемпионату Севастополя по художественной гимнастике;;1053;https://www.youtube.com/watch?v=Ss0sq1YAfV8
Фестиваль детской художественной гимнастики «Спорт, здоровье, красота»  прошел в Вязьме;Фестиваль детской художественной гимнастики «Спорт, здоровье, красота» прошел в Вязьме /репортаж Анастаси...;520;https://www.youtube.com/watch?v=2Sg5qzxIqbo
Художественная гимнастика ( дети );Первый отчётный концерт танцевальной студии ShakeUP Группа по Художественной гимнастики ( Малыши 3+ ) под руков...;175;https://www.youtube.com/watch?v=zrd_qMepATU
ПИРЛИК АНИТА 8лет ( 2006 г.р) без предмета ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА ,ДЕТИ;ПИРЛИК АНИТА 8лет ( 2006 г.р)2014 г. ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА ДЕТИ.;741199;https://www.youtube.com/watch?v=mr0zBMCCF5g
"Детский турнир по художественной гимнастике ""Веснушки"".Мое 2место!!! Групповое выступление 4-5лет";"Я приняла участие в весенних соревнованиях по художественной гимнастике ""Веснушки"" для 1-2 года обучения.Впе...";3430;https://www.youtube.com/watch?v=TiuEJKJGdbg
Показательная тренировка по спортивной гимнастике мальчиков набора 2013 г. Тренер - Сопин Н.Н.;г. Белгород.;1275420;https://www.youtube.com/watch?v=Vt_CdzOKTFM
Художественная гимнастика | Детские соревнования | СДЮШР 42 | Москва Россия;Соревнования по художественной гимнастике в Москве. Первенство школы 42.;67;https://www.youtube.com/watch?v=nF0D7ZFLLcY
Ошибки, потери и неудачи Художественная Гимнастика Метелица 2018  Rhythmic Gymnastics Fail;Подборка ошибки, потери и неудачи во время выступлений на соревнованиях по художественной гимнастике Мете...;86486;https://www.youtube.com/watch?v=3S91o_kIzqU
Соревнования художественная гимнастика Красноярск;Сосновоборск, соревнования Художественная и Эстетическая гимнастика.;1595;https://www.youtube.com/watch?v=NIIXo2RYyA8
1 Часть.Урок. Развитие данных у детей 3-4х лет. Первые шаги в хореографии. Растяжка детей 3-х лет;Вконтакте - https://vk.com/chris_revolution Instagram - https://www.instagram.com/kulturnaya_revoluciya/ Я вконтакте - https://vk.com/tinakrotova ...;2918353;https://www.youtube.com/watch?v=pMajOLt1AcI
Показательные выступления с мячом. Художественная гимнастика;Выступление средней группы - номер с мячом. http://travelskid.com/ В перерывах между соревнованием по художественной...;7113;https://www.youtube.com/watch?v=CXKW9I-eFgM
Художественная гимнастика МОЯ ГРУППОВАЯ ТРЕНИРОВКА!;Очень многие просили снять нашу групповую тренировку по художественной гимнастике, и мы это сделали! Мы...;2452908;https://www.youtube.com/watch?v=1v_AA1IN1lw
Топ Моих Гимнастических Вещей/ Художественная гимнастика;Вк: https://vk.com/id408788888 Instagram: http://instagram.com/stella_zakharovaa Группа в вк: https://vk.com/club138870636 ...;8202;https://www.youtube.com/watch?v=J981scb6es4
"8й Фестиваль детской художественной гимнастики ""Алина 2016"" (Эфир ТК «Россия» от 05.06.2016)";"Фестиваль детской художественной гимнастики ""Алина"" (Эфир ТК «Россия» от 05.06.2016) Содержание: 00:07:30 Алиса...";2276;https://www.youtube.com/watch?v=YUlbv1Fp-FU
Стать Яной Кудрявцевой. Художественная гимнастика. Начало;Яна Кудрявцева и маленькие гимнастки. Телевидение Олимпийского Комитета России: Официальный сайт: http://roctv....;72655;https://www.youtube.com/watch?v=nBCiIEK9p9c
Художественная гимнастика. Тренировка 1 уровень. Упражнения для начинающих.;В данном видеоуроке показан набор упражнений для самых маленьких (группа 3-5 лет) по хореографии и художеств...;33527;https://www.youtube.com/watch?v=FpgBkKw1qTw
🎾 Художественная гимнастика Юлии Барсуковой 👯 Открытый урок в Адлер-арене, Даниэла Есина 👩🏼;Друзья всем привет! Сегодня я покажу вам открытый урок по художественной гимнастики в олимпийском парке,...;16564;https://www.youtube.com/watch?v=tz0KL0UgylM
Художественная Гимнастика Соревнования Первый Купальник;Всем Привет))) Сегодня мы покажем вам видео с нашего соревнования по художественной гимнастике! Занимаемся...;4139;https://www.youtube.com/watch?v=XKBKr_-NcWk
Растяжка в художественной гимнастике на поперечный шпагат;Растяжка на поперечный шпагат на скамейке.;1022507;https://www.youtube.com/watch?v=qsa4e5D7v50
